Date,AFFLE,BAJFINANCE,BEL,BERGEPAINT,DEEPAKNTR,DEVYANI,DIVISLAB,DIXON,DMART,FINEORG,GARFIBRES,HAPPSTMNDS,IONEXCHANG,KPITTECH,LAURUSLABS,MOLDTKPAC,NAUKRI,PRAJIND,PRINCEPIPE,RAJRATAN,RBA,RELAXO,SONACOMS,TATACHEM,Total
18/11/16,,872.9750977,34.29653168,153.7062378,90.39183807,,1150.391479,,,,580.9245605,,24.68665886,,,37.07422638,880.9848022,71.90565491,,265.7249451,,200.3216705,,441.9613647,"10,16,696"
25/11/16,,871.7335815,34.12773132,180.07341,89.95887756,,1126.063232,,,,606.352356,,24.59444427,,,41.82076263,899.4776611,73.45513916,,286.1293335,,204.7809753,,442.8660583,"10,31,116"
02/12/16,,878.9342651,37.13864899,184.1204681,87.40924835,,1104.800171,,,,616.6126709,,25.38044739,,,41.9062767,881.4298096,73.55198669,,282.6471863,,207.7042999,,448.7227173,"10,32,989"
09/12/16,,889.362915,39.63401413,180.1551666,100.1574249,,1129.469238,,,,637.1830444,,27.69015884,,,39.76820755,846.8173828,77.47411346,,292.6265564,,202.9229279,,479.5771179,"10,44,606"
16/12/16,,844.7184448,37.83740997,164.8254089,93.80738831,,1121.781372,,,,620.131958,,25.47705269,,,38.14326859,859.4262085,75.82778931,,277.4240723,,198.4884186,,454.5317078,"10,25,143"
23/12/16,,803.2026367,36.23183823,165.2342072,81.58837128,,842.8321533,,,,626.3278198,,24.92816734,,93.20162964,38.14326859,816.8035278,78.24884796,,268.0605469,,197.4479065,,462.1500549,"10,02,040"
30/12/16,,833.5449219,35.96620941,172.142807,88.32327271,,762.0620117,,,,606.5506592,,25.59121895,,94.34231567,37.88669205,889.2918091,78.00674438,,270.4598083,,199.1077728,,477.6725159,"10,09,269"
06/01/17,,872.428833,36.90704346,179.4602203,96.88619232,,717.6384277,,,,623.7999268,,26.80315971,,92.80828857,39.98200989,863.8269043,81.20254517,,287.0211487,,199.1820831,,483.1005859,"10,18,212"
13/01/17,,894.6765137,39.95983887,174.9634857,95.63542938,,724.3043823,,,,613.3413086,,27.193964,,96.89902496,39.25506973,839.7960205,80.18570709,,277.2330017,,205.6480713,,492.6711731,"10,19,595"
20/01/17,,901.1323242,38.62252045,172.2654419,96.74188232,,694.7697144,,,,610.0699463,,27.65942001,,93.88014221,41.3931427,850.0313721,78.53937531,,276.4685974,,206.0940094,,488.4335022,"10,15,661"
27/01/17,,987.8389282,40.31183624,172.4289551,107.0366516,,688.9795532,,,,615.4726563,,27.93605804,,93.15247345,41.60695648,835.840332,79.02359009,,276.89328,,215.3594208,,516.9071655,"10,28,698"
03/02/17,,1039.634399,40.3864212,182.5261688,105.0161667,,739.3879395,,,,608.6820068,,30.72878647,,98.81654358,42.33389282,824.1710205,80.66992188,,261.3722534,,216.9201813,,533.2390747,"10,37,665"
10/02/17,,1046.586792,43.12408066,187.7587128,105.1604843,,729.0727539,,,,622.4120483,,29.00748062,,105.2673035,39.89649582,850.3776245,80.23412323,,250.2888947,,216.5733643,,539.4766846,"10,40,768"
17/02/17,,1081.448242,42.63519287,182.8123016,100.0131149,,727.9049683,,,,633.5150146,,29.35437393,,98.49204254,41.73522949,828.3244629,75.63410187,,228.7378998,,210.7019348,,536.0007324,"10,29,614"
24/02/17,,1060.789673,42.10300446,188.9033508,100.2055359,,729.1700439,,,,655.0765991,,30.75074005,,102.3369293,42.97531891,839.2520752,75.19831085,,236.6788788,,207.3822174,,548.9520264,"10,36,183"
03/03/17,,1036.605103,41.78872299,184.0386963,118.6302719,,736.711853,,,,665.0395508,,32.8891983,,99.43605804,41.86351776,829.9066772,80.282547,,243.1547699,,217.6386261,,536.0007324,"10,37,638"
10/03/17,,1086.761841,43.75265503,182.6896667,114.300705,,739.4366455,,,,680.7027588,,31.58504486,,100.4784012,40.79447556,810.8787231,76.16673279,,240.3733063,,220.016922,,532.8105469,"10,38,143"
17/03/17,,1150.326782,45.22909164,189.3121338,112.1359024,,742.6966553,,,,688.0386963,,32.06367493,,103.9987869,40.88000488,829.2560425,76.79621887,,249.949173,,230.1742096,,550.2376099,"10,53,664"
24/03/17,,1171.482056,43.45512772,187.1455383,117.4276123,,606.3604126,,616.9000244,,689.1787109,,33.42052078,,100.3309021,42.67598343,815.0891724,76.02146912,,258.696991,,232.2056885,,550.4281006,"10,48,068"
31/03/17,,1166.118652,43.67861938,197.447113,126.2791748,,607.3822632,,637.8499756,,705.4366455,,34.14065552,,101.34375,44.98509979,792.0557251,77.47411346,,260.2893982,,246.2029266,,570.2834473,"10,60,290"
07/04/17,,1190.601196,47.68767548,194.6264343,130.6568756,,605.7279053,,751.2000122,,688.0386963,,34.11869812,,100.3013992,44.51473618,833.1196899,78.4909668,,271.3303223,,244.220993,,575.28302,"10,79,404"
14/04/17,,1260.323853,48.42790604,193.0321503,134.6977997,,631.5159302,,783.25,,691.3100586,,36.34936905,,99.70155334,43.87330627,833.6645508,77.86148071,,269.6316833,,243.9980469,,585.6154785,"10,89,945"
21/04/17,,1238.473511,51.38881302,202.0256042,135.0345306,,614.1941528,,743.2000122,,748.1633301,,35.88830566,,101.933754,44.4719696,802.1607056,78.4425354,,264.1324768,,241.8674927,,607.7564087,"10,90,486"
28/04/17,,1267.177124,52.02939224,213.6353149,132.1962738,,611.0800781,,736.5,,740.1334839,,34.79931641,,101.9632568,45.58376694,825.6400757,83.38150787,,267.9543762,,243.9732666,,624.4691772,"11,00,668"
05/05/17,,1265.140991,51.1041069,211.918396,133.1103058,,609.4744263,,808.9000244,,804.0253296,,35.31746674,,109.5153656,44.9358902,829.6523438,80.04044342,,258.5271912,,239.3901062,,605.1375732,"11,01,688"
12/05/17,,1306.507813,51.04716873,209.7926483,136.4777222,,609.1824951,,751.7999878,,788.0151978,,35.1637764,,109.4661865,44.37687302,825.392334,80.47623444,,254.8114624,,237.556839,,598.6143188,"10,95,533"
19/05/17,,1282.720703,49.62365723,202.924942,134.5053711,,594.9260864,,722.9000244,,789.2047119,,35.13304138,,108.0993423,47.21493149,843.0266724,78.00674438,,273.2199707,,227.9197998,,589.0437012,"10,89,798"
26/05/17,,1308.593628,49.80871201,211.3052063,135.3231659,,531.9642334,,714.9000244,,773.2442627,,40.665802,,109.1416931,42.4418335,856.9952393,77.42568207,,258.5695801,,236.2438202,,582.9013672,"10,87,618"
02/06/17,,1350.80481,48.99730682,208.3210144,136.3815155,,601.7380371,,779.6500244,,801.6461182,,40.32768631,,117.9328156,41.88282394,897.9107056,74.32672119,,264.9605713,,233.3700562,,607.565918,"11,08,030"
