Date,AFFLE,BAJFINANCE,BERGEPAINT,DEEPAKNTR,DEVYANI,DIVISLAB,DMART,FINEORG,GARFIBRES,HAPPSTMNDS,IONEXCHANG,KPITTECH,LAURUSLABS,NAUKRI,PRAJIND,PRINCEPIPE,RAJRATAN,RBA,SONACOMS,TATACHEM,Total
2015-01-02,,312.9256591796875,125.80500030517578,79.29937744140625,,797.9974975585938,,,189.7317657470703,,12.42933177947998,,,826.4454956054688,52.4491081237793,,5.669647216796875,,,161.908447265625,1167276.7921571732
2015-01-09,,313.135009765625,135.91671752929688,76.50222778320312,,774.3677368164062,,,202.14678955078125,,12.208124160766602,,,836.2158813476562,51.80792236328125,,5.675783634185791,,,163.51882934570312,1170839.7112021446
2015-01-16,,357.0358581542969,125.95797729492188,77.66769409179688,,779.3759155273438,,,207.07489013671875,,12.584174156188965,,,809.4204711914062,50.44005584716797,,5.583743572235107,,,163.92605590820312,1171025.8356051445
2015-01-23,,351.10687255859375,125.17912292480469,75.7096939086914,,764.6015014648438,,,195.8918914794922,,12.8569974899292,,,753.6533203125,47.576087951660156,,5.7463459968566895,,,163.14862060546875,1165162.109732151
2015-01-30,,368.0292053222656,127.54358673095703,76.92179870605469,,793.3306274414062,,,197.07652282714844,,11.954967498779297,,,817.5945434570312,53.56050491333008,,5.5990824699401855,,,169.0718994140625,1175735.172396183
2015-02-06,,366.5958557128906,117.05638122558594,76.9684066772461,,729.0200805664062,,,186.41477966308594,,12.866827964782715,,,778.90087890625,54.32992172241211,,5.829181671142578,,,166.16580200195312,1164899.446103096
2015-02-13,,380.84271240234375,119.19832611083984,77.9474105834961,,753.62890625,,,196.5079345703125,,13.815556526184082,,,785.5272827148438,54.80012130737305,,5.077524662017822,,,172.1075439453125,1171317.0168862343
2015-02-20,,380.0646667480469,120.33585357666016,73.28549194335938,,770.27001953125,,,191.81674194335938,,13.090490341186523,,,791.6699829101562,55.954261779785156,,5.154224395751953,,,172.45924377441406,1172280.1695461273
2015-02-27,,374.2812194824219,126.23251342773438,69.60257720947266,,773.7529907226562,,,189.44747924804688,,13.292036056518555,,,789.6867065429688,54.28717803955078,,5.03764009475708,,,169.68272399902344,1172765.0430903435
2015-03-06,,394.8074645996094,118.854736328125,68.29723358154297,,808.2872924804688,,,190.3004150390625,,14.712671279907227,,,892.4183349609375,55.69778823852539,,5.123544216156006,,,172.5332794189453,1180412.289545536
2015-03-13,,372.53857421875,117.42948150634766,64.75416564941406,,807.6498413085938,,,183.95077514648438,,14.383318901062012,,,819.7227783203125,58.091552734375,,5.154224395751953,,,162.2416229248047,1170838.21879673
2015-03-20,,364.32073974609375,120.95069885253906,64.14813232421875,,822.7200317382812,,,165.3756103515625,,13.5869779586792,,,817.8363037109375,53.4322624206543,,4.75538444519043,,,157.0587921142578,1169210.2652578354
2015-03-27,,359.2244873046875,114.69075775146484,60.511817932128906,,816.6646728515625,,,163.4801788330078,,12.48094654083252,,,786.0591430664062,49.841617584228516,,4.75538444519043,,,157.63259887695312,1162015.1506929398
2015-04-03,,376.41534423828125,120.02845764160156,64.70755004882812,,820.4436645507812,,,178.3592529296875,,13.15439510345459,,,811.0166625976562,56.93742752075195,,4.6633453369140625,,,163.31524658203125,1172107.761414528
2015-04-10,,412.46246337890625,127.85335540771484,70.86129760742188,,883.1151733398438,,,192.9540252685547,,12.962684631347656,,,775.9021606445312,59.58766174316406,,4.908785343170166,,,166.79515075683594,1184855.4156413078
2015-04-17,,411.1019287109375,116.28368377685547,70.76805877685547,,860.55517578125,,,185.75137329101562,,12.839792251586914,,,819.867919921875,55.52680587768555,,4.911854267120361,,,163.98159790039062,1178494.1324572563
2015-04-24,,376.3425598144531,115.24968719482422,63.262332916259766,,807.3310546875,,,177.5063018798828,,12.662825584411621,,,794.910400390625,53.26128005981445,,5.203311920166016,,,156.85519409179688,1165811.221745491
2015-05-01,,364.88043212890625,117.56918334960938,64.00826263427734,,784.9306030273438,,,173.62066650390625,,12.004122734069824,,,744.70556640625,51.59418487548828,,4.908785343170166,,,158.09535217285156,1161232.170246601
2015-05-08,,395.0486755371094,116.78671264648438,63.448829650878906,,784.0882568359375,,,168.8821258544922,,12.072943687438965,,,706.1088256835938,51.893409729003906,,,,,160.9274139404297,1163588.3502817154
