Date,AFFLE,BAJFINANCE,BEL,BERGEPAINT,DEEPAKNTR,DEVYANI,DIVISLAB,DIXON,DMART,FINEORG,GARFIBRES,HAPPSTMNDS,IONEXCHANG,KPITTECH,LAURUSLABS,MOLDTKPAC,NAUKRI,POLYCAB,PRAJIND,PRINCEPIPE,RAJRATAN,RBA,RELAXO,SONACOMS,TATACHEM,Total
2015-01-02,,317.97930908203125,5.076800346374512,129.5093994140625,79.68700408935547,,827.1690673828125,,,,194.93553161621094,,17.516841888427734,,,20.120304107666016,838.3807983398438,,57.4311408996582,,39.121376037597656,,148.1315460205078,,397.6348876953125,840232.9697551727
2015-01-09,,318.1919860839844,5.55375337600708,139.91885375976562,76.87618255615234,,802.6754150390625,,,,207.69107055664062,,17.20509147644043,,,23.727561950683594,848.2921142578125,,56.72904968261719,,39.16371536254883,,181.24969482421875,,401.58984375,846840.2635717392
2015-01-16,,362.8018493652344,5.7203145027160645,129.66690063476562,78.0473403930664,,807.8668212890625,,,,212.75433349609375,,17.73506736755371,,,23.426258087158203,821.1097412109375,,55.23125457763672,,38.528621673583984,,167.31686401367188,,402.5899353027344,844119.3772954941
2015-01-23,,356.777099609375,5.582293510437012,128.86509704589844,76.07976531982422,,792.5523681640625,,,,201.2646026611328,,18.119556427001953,,,23.20028305053711,764.5374145507812,,52.09524154663086,,39.65061950683594,,168.1923065185547,,400.6806640625,839370.0864620209
2015-01-30,,373.9728088378906,5.78156042098999,131.29920959472656,77.29779815673828,,822.331787109375,,,,202.4817352294922,,16.848312377929688,,,22.02855110168457,829.4019165039062,,58.648109436035156,,38.63447570800781,,162.4835662841797,,415.2277526855469,848056.7947072983
2015-02-06,,372.5163269042969,7.180028915405273,120.503173828125,77.34464263916016,,755.670166015625,,,,191.52755737304688,,18.133411407470703,,,22.01181411743164,790.1495971679688,,59.49061584472656,,40.22219467163086,,155.93637084960938,,408.0906066894531,839348.4240989685
2015-02-13,,386.9932556152344,7.620964050292969,122.70819854736328,78.32844543457031,,781.1785278320312,,,,201.8975372314453,,19.470468521118164,,,25.02483558654785,796.87158203125,,60.0054817199707,,35.035648345947266,,160.2764892578125,,422.68310546875,845275.7642307281
2015-02-20,,386.2026062011719,8.032571792602539,123.87922668457031,73.64371490478516,,798.427978515625,,,,197.07769775390625,,18.448625564575195,,,26.73221778869629,803.102783203125,,61.26924514770508,,35.564884185791016,,168.4882049560547,,423.5468444824219,847643.54438591
2015-02-27,,380.3258056640625,7.917688369750977,129.94949340820312,69.94280242919922,,802.0382690429688,,,,194.64341735839844,,18.732662200927734,,,25.225706100463867,801.091064453125,,59.44381332397461,,35.1414909362793,,174.52987670898438,,416.7279052734375,847474.714302063
2015-03-06,,401.1835021972656,7.514803409576416,122.35447692871094,68.63106536865234,,837.8349609375,,,,195.519775390625,,20.734785079956055,,,26.34722137451172,905.30615234375,,60.98841094970703,,35.01448059082031,,171.262451171875,,423.7286682128906,854634.6251134872
2015-03-13,,378.5549011230469,6.990200519561768,120.88725280761719,65.07069396972656,,837.17431640625,,,,188.9959716796875,,20.270626068115234,,,34.86738204956055,831.5609130859375,,63.60954666137695,,35.564884185791016,,165.46739196777344,,398.4531555175781,844309.5666360855
