Date,AFFLE,BAJFINANCE,BEL,BERGEPAINT,BORORENEW,DEEPAKNTR,DEVYANI,DIVISLAB,DIXON,DMART,FINEORG,GARFIBRES,HAPPSTMNDS,IONEXCHANG,KPITTECH,LAURUSLABS,MOLDTKPAC,NAUKRI,NEOGEN,POLYCAB,PRAJIND,PRINCEPIPE,RAJRATAN,RBA,RELAXO,SONACOMS,TATACHEM,Total
2005-01-07,,2.8941657543182373,4.562215947905013e-13,3.287313222885132,1.9822489321086323e-06,5.240747451782227,,36.3253288269043,,,,31.065113067626953,,1.0032068490982056,,,2.380551338195801,,,,7.138880729675293,,36.2898063659668,,0.2925417423248291,,102.31967163085938,601352.5148477344
2005-01-14,,2.8471832275390625,4.34397553735269e-13,3.184583902359009,2.038262209680397e-06,4.862461566925049,,35.43342590332031,,,,31.572711944580078,,0.9422599077224731,,,2.6238672733306885,,,,6.864049911499023,,38.87455749511719,,0.277757853269577,,97.29131317138672,600856.1898647853
2005-01-21,,2.9987034797668457,4.303763562977375e-13,3.433929443359375,1.8142089857065002e-06,4.70165491104126,,33.9893684387207,,,,30.3883113861084,,0.9113027453422546,,,3.0644662380218506,,,,6.79938268661499,,37.03422546386719,,0.25356602668762207,,99.5946273803711,600798.0821183949
2005-01-28,,3.1396536827087402,4.421110016711999e-13,3.712625741958618,1.9355709355295403e-06,4.805789470672607,,35.25913619995117,,,,29.406949996948242,,0.9451622366905212,,,2.761965036392212,,,,7.94990348815918,,36.00032043457031,,0.25894203782081604,,103.55247497558594,601618.3084493235
2005-02-04,,3.1878116130828857,4.311074067175902e-13,4.354621410369873,2.032038537436165e-06,5.1571574211120605,,33.3786506652832,,,,30.591350555419922,,0.9354881048202515,,,2.8737595081329346,,,,9.161046981811523,,37.220314025878906,,0.2634219825267792,,107.21832275390625,602891.9121194135
2005-02-11,,3.2794289588928223,4.657625739083737e-13,4.449178695678711,2.4645855773997027e-06,6.100747108459473,,32.987613677978516,,,,30.96358299255371,,1.1560581922531128,,,2.696204423904419,,,,9.065396308898926,,38.5850715637207,,0.27686184644699097,,110.26776885986328,603932.975787169
2005-02-18,,3.319364309310913,5.141630936116026e-13,4.190389156341553,2.280986564073828e-06,5.410055160522461,,32.082515716552734,,,,29.643827438354492,,1.0525449514389038,,,2.6304433345794678,,,,9.92357063293457,,40.7975959777832,,0.2898537516593933,,106.8614730834961,603718.8965490024
2005-02-25,,3.8866865634918213,5.205238909171406e-13,4.075925827026367,2.327664105905569e-06,5.166365623474121,,31.379535675048828,,,,28.154869079589844,,1.0186855792999268,,,2.341094493865967,,,,10.052902221679688,,45.4708137512207,,0.28626978397369385,,102.80631256103516,603965.2036151879
2005-03-04,,3.698753833770752,5.388020216622047e-13,4.075925827026367,2.7602113732427824e-06,5.660120010375977,,31.039758682250977,,,,28.324064254760742,,1.0564147233963013,,,2.4726171493530273,,,,11.607584953308105,,51.01250457763672,,0.2871657907962799,,105.33677673339844,606022.665175061
2005-03-11,,3.9501142501831055,5.357312900591826e-13,4.7726640701293945,2.7477642561279936e-06,5.517732620239258,,30.03946304321289,,,,27.816465377807617,,1.1434816122055054,,,2.4528887271881104,,,,11.26269817352295,,47.559303283691406,,0.2804458439350128,,100.89230346679688,604473.3335619858
2005-03-18,,3.8772900104522705,5.06925014118198e-13,4.404387474060059,2.4894802663766313e-06,5.154322624206543,,30.336769104003906,,,,27.03815269470215,,1.139611840248108,,,2.301638126373291,,,,10.872008323669434,,45.07793426513672,,0.2723819315433502,,98.75115203857422,603301.2848043733
2005-03-25,,3.736340045928955,4.810066732939544e-13,3.9614598751068115,2.2623155473411316e-06,4.919134616851807,,28.475317001342773,,,,26.19215202331543,,1.0341640710830688,,,2.196420669555664,,,,10.237470626831055,,44.29217529296875,,0.2513261139392853,,95.31238555908203,602094.2906626449
2005-04-01,,4.027636528015137,4.922293584015691e-13,4.180436134338379,2.5361582629557233e-06,5.222330093383789,,29.005491256713867,,,,27.071996688842773,,1.1492860317230225,,,2.308213710784912,,,,11.532142639160156,,49.937259674072266,,0.2571500539779663,,98.45919036865234,604369.4816954262
2005-04-08,,3.992398738861084,5.032694638633373e-13,4.354621410369873,3.276778443250805e-06,5.353384494781494,,30.967994689941406,,,,28.18871307373047,,1.3118113279342651,,,2.3345179557800293,,,,11.370478630065918,,51.59150314331055,,0.25087806582450867,,100.56787109375,605330.7064852511
2005-04-15,,4.0640482902526855,5.230828790947495e-13,4.145599365234375,3.1803112960915314e-06,5.106151580810547,,28.92055320739746,,,,26.665912628173828,,1.3447035551071167,,,2.2884857654571533,,,,10.999994277954102,,53.18369674682617,,0.2432621419429779,,97.35620880126953,604841.5070641738
2005-04-22,,4.234363555908203,5.708253422893883e-13,4.727873802185059,3.1803112960915314e-06,5.392345905303955,,28.712581634521484,,,,26.699748992919922,,1.3834002017974854,,,2.2490291595458984,,,,12.996562957763672,,52.50132369995117,,0.2414700984954834,,100.24345397949219,605729.0205249292
2005-04-29,,4.301313400268555,5.430426616194473e-13,4.484014511108398,3.376358563400572e-06,5.478770732879639,,27.220203399658203,,,,28.865510940551758,,1.3514751195907593,,,2.262181282043457,,,,13.174395561218262,,49.64777374267578,,0.228030264377594,,98.6538314819336,604700.7462368727
2005-05-06,,4.552673816680908,5.629290978671764e-13,4.449178695678711,3.248771690778085e-06,7.295109272003174,,27.873390197753906,,,,29.373106002807617,,1.4385427236557007,,,2.1701157093048096,,,,18.132953643798828,,50.74369430541992,,0.22892624139785767,,102.9036636352539,606862.284197344
2005-05-13,,4.925015926361084,5.664384976691861e-13,4.727873802185059,3.2363248010369716e-06,7.950380325317383,,28.046207427978516,,,,31.674224853515625,,1.6049375534057617,,,2.6698999404907227,,,,19.48039436340332,,54.899967193603516,,0.25043007731437683,,102.54678344726562,608252.9243189117
2005-05-20,,4.834572792053223,5.727261113280813e-13,4.91201114654541,3.4977199447894236e-06,8.393839836120605,,27.684459686279297,,,,31.065113067626953,,1.5497950315475464,,,2.8934876918792725,,,,18.758617401123047,,51.860313415527344,,0.25087806582450867,,105.56381225585938,608048.6291158245
2005-05-27,,5.390148639678955,5.755409712183968e-13,4.807501316070557,3.647089442893048e-06,8.339999198913574,,31.09247398376465,,,,31.50503158569336,,1.5546317100524902,,,2.5975632667541504,,,,20.716646194458008,,51.13656997680664,,0.30105364322662354,,113.64168548583984,609868.1771543256
2005-06-03,,5.425386428833008,5.673159424873786e-13,4.8771748542785645,3.99250484406366e-06,8.709077835083008,,32.047367095947266,,,,33.230865478515625,,1.5546317100524902,,,3.8601768016815186,,,,21.44972801208496,,120.53583526611328,,0.2929897606372833,,118.24833679199219,627051.3904821114
2005-06-10,,5.9433770179748535,5.575554124295778e-13,5.016523838043213,4.257011823938228e-06,10.183259010314941,,31.134952545166016,,,,35.56582260131836,,1.4665974378585815,,,3.8799047470092773,,,,26.547378540039062,,53.1306037902832,,0.2929897606372833,,118.2159194946289,612536.3741533646
2005-06-17,,5.840014457702637,5.387288922256706e-13,5.862562656402588,5.081651579530444e-06,10.079121589660645,,31.127628326416016,,,,32.31718063354492,,1.3959765434265137,,,3.95881724357605,,,,26.34385108947754,,51.8448600769043,,0.2683499753475189,,110.94906616210938,611002.8318284488
